url,type,is_submodule,submodule_path,researched,notes
https://github.com/vybestack/llxprt-code,github_repo,yes,external/clis/llxprt-code,no,
https://github.com/wildcard-official/deepcontext-mcp,github_repo,yes,external/code-indexing/deepcontext-mcp,no,
https://github.com/williamkapke/kapture,github_repo,yes,external/computer-use/kapture,no,
https://github.com/wonderwhy-er/desktopcommandermcp,github_repo,yes,external/search/DesktopCommanderMCP,no,
https://github.com/wong2/awesome-mcp-servers,github_repo,yes,misc/awesome-mcp-servers-wong2,no,
https://github.com/ykdojo/claude-code-tips,github_repo,yes,external/skills/claude-code-tips,no,
https://github.com/zeddy89/context-engine,github_repo,yes,external/memory/Context-Engine,no,
https://github.com/zerocore-ai/microsandbox,github_repo,yes,external/sandboxing/microsandbox,no,
https://github.com/zhifac/gemini-cli-router,github_repo,yes,external/forks/zhifac/gemini-cli-router,no,
https://github.com/zhu327/gemini-openai-proxy,github_repo,yes,external/clis/gemini-openai-proxy,no,
https://github.com/ziad-hsn/code-mode-toon,github_repo,yes,external/mcp-tooling/code-mode-toon,no,
https://github.com/zuisong/gemini-openai-proxy,github_repo,yes,superai-cli/proxies/gemini-openai-proxy-zuisong,no,
https://hub.docker.com/mcp,website,no,,no,
https://phil65.github.io/llmling-agent/cli,website,no,,no,
https://platform.iflow.cn/models,website,no,,no,
https://playbooks.com/mcp,website,no,,no,
https://simonwillison.net/2025/Oct/5/parallel-coding-agents,website,no,,no,
https://www.copilotkit.ai/blog/build-with-googles-new-a2ui-spec-agent-user-interfaces-with-a2ui-ag-ui,website,no,,no,
https://www.crewai.com,website,no,,no,
https://www.langchain.com/langgraph,website,no,,no,
https://www.pulsemcp.com/servers,website,no,,no,
https://www.verdent.ai,website,no,,no,
